"","Pathway_ID","Pathway_Name","Compound_ID","Metabolism_Name"
"hsa05033","hsa05033","Nicotine addiction - Homo sapiens (human)","C00025;C00076;C00334;C00698;C00745;C01330;C01996","L-Glutamate;Calcium cation;4-Aminobutanoate;Cl-;Nicotine;Sodium cation;Acetylcholine"
"hsa05034","hsa05034","Alcoholism - Homo sapiens (human)","C00025;C00027;C00076;C00082;C00212;C00355;C00469;C00575;C01161;C03758","L-Glutamate;Hydrogen peroxide;Calcium cation;L-Tyrosine;Adenosine;3,4-Dihydroxy-L-phenylalanine;Ethanol;3',5'-Cyclic AMP;3,4-Dihydroxyphenylacetate;Dopamine"
"hsa05100","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)","",""
"hsa05110","hsa05110","Vibrio cholerae infection - Homo sapiens (human)","C00014;C00080;C00165;C00238;C00575;C00698;C01245;C01330;C04911","Ammonia;H+;Diacylglycerol;Potassium cation;3',5'-Cyclic AMP;Cl-;D-myo-Inositol 1,4,5-trisphosphate;Sodium cation;D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide"
"hsa05120","hsa05120","Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)","C00014;C00080;C00086;C00698;C01342;G00242;G00263","Ammonia;H+;Urea;Cl-;NH4+;Sialyl Lewis x antigen;IV2Fuc,III4Fuc-Lc4-Cer"
"hsa05130","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)","C00338;C00350;C00681","Lipopolysaccharide;Phosphatidylethanolamine;1-Acyl-sn-glycerol 3-phosphate"
"hsa05131","hsa05131","Shigellosis - Homo sapiens (human)","C00076;C00123;C00165;C00238;C00338;C00407;C01245;C04549;C04637;C04737;C05981;C11472;C11557;C20640","Calcium cation;L-Leucine;Diacylglycerol;Potassium cation;Lipopolysaccharide;L-Isoleucine;D-myo-Inositol 1,4,5-trisphosphate;1-Phosphatidyl-1D-myo-inositol 3-phosphate;1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate;alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide;Phosphatidylinositol-3,4,5-trisphosphate;D-glycero-beta-D-manno-Heptose 1,7-bisphosphate;1-Phosphatidyl-1D-myo-inositol 5-phosphate;Cyclic GMP-AMP"
"hsa05132","hsa05132","Salmonella infection - Homo sapiens (human)","C00338;C01194;C04549;C05981;C11554","Lipopolysaccharide;1-Phosphatidyl-D-myo-inositol;1-Phosphatidyl-1D-myo-inositol 3-phosphate;Phosphatidylinositol-3,4,5-trisphosphate;1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate"
"hsa05133","hsa05133","Pertussis - Homo sapiens (human)","C00002;C00076;C00238;C00253;C00338;C00374;C00575;C05005;C12505;C19596","ATP;Calcium cation;Potassium cation;Nicotinate;Lipopolysaccharide;Heparin;3',5'-Cyclic AMP;Glycolipid;Magnesium sulfate;Lipooligosaccharide"
"hsa05134","hsa05134","Legionellosis - Homo sapiens (human)","C00338;C01277","Lipopolysaccharide;1-Phosphatidyl-1D-myo-inositol 4-phosphate"
"hsa05135","hsa05135","Yersinia infection - Homo sapiens (human)","C00076;C00338;C01245;C04637;C05981","Calcium cation;Lipopolysaccharide;D-myo-Inositol 1,4,5-trisphosphate;1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05140","hsa05140","Leishmaniasis - Homo sapiens (human)","C00076;C00195;C00219;C00533;C00584;C02737","Calcium cation;N-Acylsphingosine;Arachidonate;Nitric oxide;Prostaglandin E2;Phosphatidylserine"
"hsa05142","hsa05142","Chagas disease - Homo sapiens (human)","C00062;C00076;C00533;C00575;C01245;C05981","L-Arginine;Calcium cation;Nitric oxide;3',5'-Cyclic AMP;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05143","hsa05143","African trypanosomiasis - Homo sapiens (human)","C00076;C00078;C00165;C00328;C00533;C00584;C00696;C01245","Calcium cation;L-Tryptophan;Diacylglycerol;L-Kynurenine;Nitric oxide;Prostaglandin E2;Prostaglandin D2;D-myo-Inositol 1,4,5-trisphosphate"
"hsa05144","hsa05144","Malaria - Homo sapiens (human)","C00533;C00634;G00052;G00054;G10505","Nitric oxide;Chondroitin 4-sulfate;Type II B antigen;Type II A antigen;Hyaluronic acid"
"hsa05145","hsa05145","Toxoplasmosis - Homo sapiens (human)","C00076;C05981;C06314","Calcium cation;Phosphatidylinositol-3,4,5-trisphosphate;Lipoxin A4"
"hsa05146","hsa05146","Amoebiasis - Homo sapiens (human)","C00027;C00062;C00076;C00165;C00219;C00533;C00575;C00584;C01074;C01245;C01498;C02737;C18287","Hydrogen peroxide;L-Arginine;Calcium cation;Diacylglycerol;Arachidonate;Nitric oxide;3',5'-Cyclic AMP;Prostaglandin E2;N-Acetylgalactosamine;D-myo-Inositol 1,4,5-trisphosphate;Gelatine;Phosphatidylserine;Monocyte locomotion inhibitory factor"
"hsa05150","hsa05150","Staphylococcus aureus infection - Homo sapiens (human)","C11596;C20898","FMLP;Lipoteichoic acid"
"hsa05152","hsa05152","Tuberculosis - Homo sapiens (human)","C00076;C00338;C01194;C01561;C01673;C04549;C06124;C19190;C21790;G13101;G13105;G13106;G13108;G13109;G13112;G13113;G13114;G13115","Calcium cation;Lipopolysaccharide;1-Phosphatidyl-D-myo-inositol;Calcidiol;Calcitriol;1-Phosphatidyl-1D-myo-inositol 3-phosphate;Sphingosine 1-phosphate;Trehalose-6,6'-dibehenate;Trehalose dimycolate;Lipomannan;Triacylated phosphatidyl-myo-inositol pentamannoside;Triacylated phosphatidyl-myo-inositol hexamannoside;Triacylated phosphatidyl-myo-inositol dimannoside;Tetraacylated phosphatidyl-myo-inositol dimannoside;Tetraacylated phosphatidyl-myo-inositol hexamannoside;Tetraacylated phosphatidyl-myo-inositol pentamannoside;Lipoarabinomannan;Mannose-capped lipoarabinomannan"
"hsa05160","hsa05160","Hepatitis C - Homo sapiens (human)","C05981;C20935","Phosphatidylinositol-3,4,5-trisphosphate;2-5A"
"hsa05161","hsa05161","Hepatitis B - Homo sapiens (human)","C00076;NA;C00076","Calcium cation;NA;Calcium cation"
"hsa05162","hsa05162","Measles - Homo sapiens (human)","C05981;NA;C05981","Phosphatidylinositol-3,4,5-trisphosphate;NA;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05163","hsa05163","Human cytomegalovirus infection - Homo sapiens (human)","C00076;C00165;C00584;C01245;C05981;C20640","Calcium cation;Diacylglycerol;Prostaglandin E2;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate;Cyclic GMP-AMP"
"hsa05164","hsa05164","Influenza A - Homo sapiens (human)","C00027;C00080;C05981","Hydrogen peroxide;H+;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05165","hsa05165","Human papillomavirus infection - Homo sapiens (human)","C00575;C00584;C05981","3',5'-Cyclic AMP;Prostaglandin E2;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)","C00027;C00076;C00238;C00575;C05981","Hydrogen peroxide;Calcium cation;Potassium cation;3',5'-Cyclic AMP;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05167","hsa05167","Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)","C00076;C00165;C00350;C01245;C05981","Calcium cation;Diacylglycerol;Phosphatidylethanolamine;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05168","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)","C05981;C20640;C20935","Phosphatidylinositol-3,4,5-trisphosphate;Cyclic GMP-AMP;2-5A"
"hsa05169","hsa05169","Epstein-Barr virus infection - Homo sapiens (human)","C00076;C01245;C05981","Calcium cation;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05170","hsa05170","Human immunodeficiency virus 1 infection - Homo sapiens (human)","C00076;C00165;C01245;C05981;C20640","Calcium cation;Diacylglycerol;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate;Cyclic GMP-AMP"
"hsa05171","hsa05171","Coronavirus disease - COVID-19 - Homo sapiens (human)","C00027;C00046;C00165;C00290;C00533;C00704;C00873;C02135;C15850;C20640","Hydrogen peroxide;RNA;Diacylglycerol;Fibrin;Nitric oxide;Superoxide;Angiotensin I;Angiotensin II;Angiotensin (1-7);Cyclic GMP-AMP"
"hsa05200","hsa05200","Pathways in cancer - Homo sapiens (human)","C00027;C00039;C00076;C00122;C00149;C00165;C00187;C00280;C00410;C00416;C00533;C00535;C00575;C00584;C00681;C00704;C00735;C00762;C00777;C00951;C01227;C01245;C01471;C03917;C05981;C07653;C15493;C16038;C16844;C21641;C21642","Hydrogen peroxide;DNA;Calcium cation;Fumarate;(S)-Malate;Diacylglycerol;Cholesterol;Androstenedione;Progesterone;Phosphatidate;Nitric oxide;Testosterone;3',5'-Cyclic AMP;Prostaglandin E2;1-Acyl-sn-glycerol 3-phosphate;Superoxide;Cortisol;Cortisone;Retinoate;Estradiol-17beta;Dehydroepiandrosterone;D-myo-Inositol 1,4,5-trisphosphate;Acrolein;Dihydrotestosterone;Phosphatidylinositol-3,4,5-trisphosphate;Flutamide;9-cis-Retinoic acid;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;Hydroxyl radical;Hydroperoxyl radical;4-Hydroxynonenal"
"hsa05202","hsa05202","Transcriptional misregulation in cancer - Homo sapiens (human)","",""
"hsa05203","hsa05203","Viral carcinogenesis - Homo sapiens (human)","",""
"hsa05204","hsa05204","Chemical carcinogenesis - DNA adducts - Homo sapiens (human)","C00027;C03012;C03621;C03622;C06268;C06547;C06548;C06752;C06754;C06793;C06800;C07122;C07535;C07641;C10998;C14556;C14704;C14783;C14849;C14850;C14851;C14852;C14853;C14854;C14855;C14856;C14874;C16038;C16453;C16844;C19164;C19180;C19255;C19488;C19489;C19490;C19525;C19559;C19561;C19562;C19563;C19564;C19565;C19566;C19567;C19568;C19569;C19574;C19577;C19578;C19579;C19580;C19581;C19582;C19586;C19602;C19603;C19605;C19606;C20280;C20281;C20282;C20283;C20284;C20285;C20286;C20287;C20288;C20289;C20290;C20291;C20293;C20301;C20302;C20303;C20304;C20305;C20306","Hydrogen peroxide;Naphthalene-1,2-diol;N-Acetoxy-4-aminobiphenyl;N-Hydroxy-4-aminobiphenyl;Chromium;Ethylene;Ethylene oxide;1,2-Dichloroethane;Chloroacetaldehyde;Vinyl chloride;Aflatoxin B1;Melphalan;Benzo[a]pyrene;Thiotepa;4-Aminobiphenyl;9-Hydroxybenzo[a]pyrene;N-Nitrosodimethylamine;1,2-Naphthoquinone;Benzo[a]pyrene-9,10-oxide;Benzo[a]pyrene-7,8-oxide;Benzo[a]pyrene-4,5-oxide;Benzo[a]pyrene-7,8-dihydrodiol;Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide;9-Hydroxybenzo[a]pyrene-4,5-oxide;4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene;7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene;Glutathione episulfonium ion;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;Hydroxyl radical;Sulfur mustard;2-Amino-3-methylimidazo[4,5-f]quinoline;MeIQx;7,12-Dimethylbenz[a]anthracene;1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene;trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene;Sudan I;(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol;7-Hydroxymethyl-12-methylbenz[a]anthracene;7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate;4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone;4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone;4-Hydroxy-1-(3-pyridinyl)-1-butanone;4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone;4-Oxo-1-(3-pyridyl)-1-butanone;N-Nitrosomethanamine;3-Succinoylpyridine;4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol;1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol;5-(3-Pyridyl)-2-hydroxytetrahydrofuran;gamma-Hydroxy-3-pyridinebutanoate;alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol;alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol;1-(3-Pyridinyl)-1,4-butanediol;Aflatoxin B1-exo-8,9-epoxide;4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone;4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol;4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide;NNAL-N-glucuronide;1-Phenylazo-2,6-dihydroxynaphthalene;1-(4-Hydroxyphenylazo)-2-naphthol;1-(4-Hydroxyphenylazo)-naphthalene-2,6-diol;1-(3,4-Dihydroxyphenylazo)-2-naphthol;Benzenediazonium;4-Acetylaminobiphenyl;2-Hydroxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine;2-Acetoxyamino-1-methyl-6-phenylimidazo[4,5-b]pyridine;N-Sulfonyloxy-PhIP;N-Hydroxy-IQ;N-Acetoxy-IQ;N-Hydroxy-MeIQx;N-Acetoxy-MeIQx;alpha-Hydroxy-NDMA;Methyldiazonium ion;Chloroethylene oxide;S-(2-Chloroethyl)glutathione;1,2-Dichloroethanol;Methyldiazohydroxide"
"hsa05205","hsa05205","Proteoglycans in cancer - Homo sapiens (human)","C00426;C00573;C00607;C00925;G10505;G13063;G13064","Dermatan sulfate;Keratan sulfate;Chondroitin sulfate;Heparan sulfate;Hyaluronic acid;Binding domain for FGF2 in heparin/heparan sulfate;Binding domain for HGF in heparin/heparan sulfate"
"hsa05206","hsa05206","MicroRNAs in cancer - Homo sapiens (human)","",""
"hsa05207","hsa05207","Chemical carcinogenesis - receptor activation - Homo sapiens (human)","C00076;C00410;C00547;C00575;C00745;C00780;C00788;C00951;C03690;C04623;C05981;C06697;C06790;C06916;C07020;C07434;C07535;C07557;C08150;C11042;C11150;C11371;C11906;C13624;C14240;C14573;C15995;C16452;C16453","Calcium cation;Progesterone;L-Noradrenaline;3',5'-Cyclic AMP;Nicotine;Serotonin;L-Adrenaline;Estradiol-17beta;Bis(2-ethylhexyl)phthalate;DDT;Phosphatidylinositol-3,4,5-trisphosphate;Arsenite;Trichloroethene;Clofibrate;Gemfibrozil;Phenobarbital;Benzo[a]pyrene;2,3,7,8-Tetrachlorodibenzodioxin;Medroxyprogesterone acetate;Hexachlorobenzene;Trichloroacetate;Nafenopin;Sodium arsenite;Bisphenol A;Di(2-ethylhexyl) adipate;3,3',4,4',5-Pentachlorobiphenyl;Bombesin;N'-Nitrosonornicotine;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone"
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)","C00001;C00003;C00005;C00006;C00007;C00019;C00021;C00023;C00027;C00051;C00070;C00084;C00127;C00146;C00291;C00469;C00472;C00530;C00704;C00951;C01407;C01413;C01782;C02389;C02575;C02814;C03434;C03622;C04623;C05301;C05309;C05981;C06268;C06269;C06696;C07294;C07295;C07308;C07535;C07557;C10998;C14209;C14850;C14852;C16038;C16453;C16844;C18205;C18933;C19171;C20300;C20316;C20319;C22355;C22356;C22357;C22381","H2O;NAD+;NADPH;NADP+;Oxygen;S-Adenosyl-L-methionine;S-Adenosyl-L-homocysteine;Iron;Hydrogen peroxide;Glutathione;Copper;Acetaldehyde;Glutathione disulfide;Phenol;Nickel;Ethanol;p-Benzoquinone;Hydroquinone;Superoxide;Estradiol-17beta;Benzene;Cadmium;Benzene oxide;p-Benzosemiquinone;Pentachlorophenol;Benzene-1,2,4-triol;Tetrachlorohydroquinone;N-Hydroxy-4-aminobiphenyl;DDT;2-Hydroxyestradiol;Semiquinone;Phosphatidylinositol-3,4,5-trisphosphate;Chromium;Arsenic;Lead;Methylarsonate;Methanearsonous acid;Cacodylate;Benzo[a]pyrene;2,3,7,8-Tetrachlorodibenzodioxin;4-Aminobiphenyl;4-Hydroxy-17beta-estradiol;Benzo[a]pyrene-7,8-oxide;Benzo[a]pyrene-7,8-dihydrodiol;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone;Hydroxyl radical;2,2',4,4'-Tetrabromodiphenyl ether;Chloranil;Cobalt;Dimethylarsinous acid;4-Nitrosobiphenyl;Hydronitroxide radical;Benzo[a]pyrene-7,8-diol;Benzo[a]pyrene-7,8-dione;17beta-Estradiol-2,3-quinone;Reactive oxygen species"
"hsa05210","hsa05210","Colorectal cancer - Homo sapiens (human)","C05981;NA;C05981","Phosphatidylinositol-3,4,5-trisphosphate;NA;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05211","hsa05211","Renal cell carcinoma - Homo sapiens (human)","C00007;C00122;C00149","Oxygen;Fumarate;(S)-Malate"
"hsa05212","hsa05212","Pancreatic cancer - Homo sapiens (human)","C00416;C05981","Phosphatidate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05213","hsa05213","Endometrial cancer - Homo sapiens (human)","C05981;NA;C05981","Phosphatidylinositol-3,4,5-trisphosphate;NA;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05214","hsa05214","Glioma - Homo sapiens (human)","C00076;C00165;C01245;C05981","Calcium cation;Diacylglycerol;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05215","hsa05215","Prostate cancer - Homo sapiens (human)","C00280;C00410;C00535;C00735;C00762;C00951;C01227;C03917;C05981;C07653;C16038","Androstenedione;Progesterone;Testosterone;Cortisol;Cortisone;Estradiol-17beta;Dehydroepiandrosterone;Dihydrotestosterone;Phosphatidylinositol-3,4,5-trisphosphate;Flutamide;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine"
"hsa05216","hsa05216","Thyroid cancer - Homo sapiens (human)","",""
"hsa05217","hsa05217","Basal cell carcinoma - Homo sapiens (human)","C00187;NA;C00187","Cholesterol;NA;Cholesterol"
"hsa05218","hsa05218","Melanoma - Homo sapiens (human)","C05981;NA;C05981","Phosphatidylinositol-3,4,5-trisphosphate;NA;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05219","hsa05219","Bladder cancer - Homo sapiens (human)","",""
"hsa05220","hsa05220","Chronic myeloid leukemia - Homo sapiens (human)","C05981;NA;C05981","Phosphatidylinositol-3,4,5-trisphosphate;NA;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05221","hsa05221","Acute myeloid leukemia - Homo sapiens (human)","C05981;NA;C05981","Phosphatidylinositol-3,4,5-trisphosphate;NA;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05222","hsa05222","Small cell lung cancer - Homo sapiens (human)","C00777;C05981;C15493","Retinoate;Phosphatidylinositol-3,4,5-trisphosphate;9-cis-Retinoic acid"
"hsa05223","hsa05223","Non-small cell lung cancer - Homo sapiens (human)","C00076;C00165;C00777;C01245;C05981;C15493","Calcium cation;Diacylglycerol;Retinoate;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate;9-cis-Retinoic acid"
"hsa05224","hsa05224","Breast cancer - Homo sapiens (human)","C00410;C00951;C05981","Progesterone;Estradiol-17beta;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05225","hsa05225","Hepatocellular carcinoma - Homo sapiens (human)","C00027;C00039;C00076;C00165;C00533;C00704;C01245;C01471;C05981;C06793;C06800;C16844;C21641;C21642","Hydrogen peroxide;DNA;Calcium cation;Diacylglycerol;Nitric oxide;Superoxide;D-myo-Inositol 1,4,5-trisphosphate;Acrolein;Phosphatidylinositol-3,4,5-trisphosphate;Vinyl chloride;Aflatoxin B1;Hydroxyl radical;Hydroperoxyl radical;4-Hydroxynonenal"
"hsa05226","hsa05226","Gastric cancer - Homo sapiens (human)","C00039;C00777;C05981;C15493","DNA;Retinoate;Phosphatidylinositol-3,4,5-trisphosphate;9-cis-Retinoic acid"
"hsa05230","hsa05230","Central carbon metabolism in cancer - Homo sapiens (human)","C00022;C00024;C00025;C00026;C00031;C00036;C00037;C00041;C00042;C00049;C00062;C00064;C00065;C00073;C00074;C00078;C00079;C00082;C00085;C00092;C00097;C00122;C00123;C00135;C00148;C00149;C00152;C00158;C00183;C00186;C00197;C00311;C00354;C00407;C00631;C00665;C00704","Pyruvate;Acetyl-CoA;L-Glutamate;2-Oxoglutarate;D-Glucose;Oxaloacetate;Glycine;L-Alanine;Succinate;L-Aspartate;L-Arginine;L-Glutamine;L-Serine;L-Methionine;Phosphoenolpyruvate;L-Tryptophan;L-Phenylalanine;L-Tyrosine;D-Fructose 6-phosphate;D-Glucose 6-phosphate;L-Cysteine;Fumarate;L-Leucine;L-Histidine;L-Proline;(S)-Malate;L-Asparagine;Citrate;L-Valine;(S)-Lactate;3-Phospho-D-glycerate;Isocitrate;D-Fructose 1,6-bisphosphate;L-Isoleucine;2-Phospho-D-glycerate;beta-D-Fructose 2,6-bisphosphate;Superoxide"
"hsa05231","hsa05231","Choline metabolism in cancer - Homo sapiens (human)","C00093;C00114;C00157;C00162;C00165;C00307;C00416;C00588;C00670;C04230;C05981","sn-Glycerol 3-phosphate;Choline;Phosphatidylcholine;Fatty acid;Diacylglycerol;CDP-choline;Phosphatidate;Choline phosphate;sn-Glycero-3-phosphocholine;1-Acyl-sn-glycero-3-phosphocholine;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)","C00076;C00165;C01245;C05981","Calcium cation;Diacylglycerol;D-myo-Inositol 1,4,5-trisphosphate;Phosphatidylinositol-3,4,5-trisphosphate"
"hsa05310","hsa05310","Asthma - Homo sapiens (human)","C00388;C00696;C02166;C04598;C05951","Histamine;Prostaglandin D2;Leukotriene C4;2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine;Leukotriene D4"
"hsa05320","hsa05320","Autoimmune thyroid disease - Homo sapiens (human)","C01382;C01829;C02465;D00636","Iodine;Thyroxine;Triiodothyronine;Amiodarone hydrochloride (JP18/USP)"
"hsa05321","hsa05321","Inflammatory bowel disease - Homo sapiens (human)","",""
"hsa05322","hsa05322","Systemic lupus erythematosus - Homo sapiens (human)","C00027;C00434;C02737","Hydrogen peroxide;Double-stranded DNA;Phosphatidylserine"
"hsa05323","hsa05323","Rheumatoid arthritis - Homo sapiens (human)","C00080;C00584;C05443","H+;Prostaglandin E2;Vitamin D3"
"hsa05330","hsa05330","Allograft rejection - Homo sapiens (human)","C00533;NA;C00533","Nitric oxide;NA;Nitric oxide"
"hsa05332","hsa05332","Graft-versus-host disease - Homo sapiens (human)","C00338;C00533","Lipopolysaccharide;Nitric oxide"
"hsa05340","hsa05340","Primary immunodeficiency - Homo sapiens (human)","",""
"hsa05410","hsa05410","Hypertrophic cardiomyopathy - Homo sapiens (human)","C00002;C00076;C01330","ATP;Calcium cation;Sodium cation"
"hsa05412","hsa05412","Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)","C00076;C01330","Calcium cation;Sodium cation"
"hsa05414","hsa05414","Dilated cardiomyopathy - Homo sapiens (human)","C00076;C00575;C01330","Calcium cation;3',5'-Cyclic AMP;Sodium cation"
"hsa05415","hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)","C00001;C00002;C00005;C00006;C00022;C00024;C00027;C00031;C00043;C00051;C00076;C00085;C00092;C00095;C00118;C00127;C00162;C00165;C00195;C00236;C00318;C00352;C00369;C00533;C00546;C00704;C00794;C00873;C02135;C02843;C05981;C06156;C16844;C21011;C21012;C21013;C21014;C22310;C22311","H2O;ATP;NADPH;NADP+;Pyruvate;Acetyl-CoA;Hydrogen peroxide;D-Glucose;UDP-N-acetyl-alpha-D-glucosamine;Glutathione;Calcium cation;D-Fructose 6-phosphate;D-Glucose 6-phosphate;D-Fructose;D-Glyceraldehyde 3-phosphate;Glutathione disulfide;Fatty acid;Diacylglycerol;N-Acylsphingosine;3-Phospho-D-glyceroyl phosphate;L-Carnitine;D-Glucosamine 6-phosphate;Starch;Nitric oxide;Methylglyoxal;Superoxide;D-Sorbitol;Angiotensin I;Angiotensin II;Long-chain acyl-CoA;Phosphatidylinositol-3,4,5-trisphosphate;alpha-D-Glucosamine 1-phosphate;Hydroxyl radical;[Protein]-N(epsilon)-(carboxymethyl)lysine;[Protein]-N(epsilon)-(carboxyethyl)lysine;[Protein]-pyrraline;[Protein]-pentosidine;Fructose 3-phosphate;3-Deoxyglucosone"
