,degree,fanout,fanin
RHOBTB3,0.0,0.0,1.0
RHOBTB1,1.0,1.0,1.0
KRTAP25-1,0.0,0.0,1.0
INO80E,0.0,0.0,1.0
INO80B,0.0,0.0,1.0
INO80C,0.0,0.0,1.0
DIS3L2,0.0,0.0,1.0
FAM43B,0.0,0.0,1.0
FAM43A,0.0,0.0,1.0
LOC100630923,0.0,0.0,1.0
FAM124B,0.0,0.0,1.0
FAM124A,0.0,0.0,1.0
PBXIP1,0.0,0.0,1.0
CYP2F1,2.0,2.0,1.0
LIG4,1.0,1.0,1.0
NAV3,0.0,0.0,1.0
NAV2,0.0,0.0,1.0
LIG1,4.0,4.0,1.0
LIG3,1.0,1.0,1.0
IREB2,0.0,0.0,1.0
FNTA,1.0,1.0,1.0
FNTB,1.0,1.0,1.0
BOLL,0.0,0.0,1.0
DGKB,5.0,5.0,1.0
MIR200B,1.0,1.0,1.0
BARHL2,0.0,0.0,1.0
CSPG4,0.0,0.0,1.0
CSPG5,0.0,0.0,1.0
SCGB2A1,0.0,0.0,1.0
SCGB2A2,0.0,0.0,1.0
ADORA2A-AS1,0.0,0.0,1.0
ZKSCAN1,0.0,0.0,1.0
ZKSCAN3,0.0,0.0,1.0
ZKSCAN2,0.0,0.0,1.0
ZKSCAN5,0.0,0.0,1.0
ZKSCAN4,0.0,0.0,1.0
ZKSCAN7,0.0,0.0,1.0
ZKSCAN8,0.0,0.0,1.0
ICK,0.0,0.0,1.0
VIP,2.0,2.0,1.0
AJAP1,0.0,0.0,1.0
TMEM182,0.0,0.0,1.0
TMEM181,0.0,0.0,1.0
TMEM187,0.0,0.0,1.0
TMEM186,0.0,0.0,1.0
TMEM189,0.0,0.0,1.0
HCAR3,1.0,1.0,1.0
HCAR2,1.0,1.0,1.0
S100A7L2,0.0,0.0,1.0
SCGB1A1,0.0,0.0,1.0
OR7C2,1.0,1.0,1.0
TAF6,1.0,1.0,1.0
TAF5,1.0,1.0,1.0
TAF4,2.0,2.0,1.0
TAF3,1.0,1.0,1.0
TAF2,1.0,1.0,1.0
TAF1,1.0,1.0,1.0
HMOX1,9.0,9.0,1.0
TAF9,1.0,1.0,1.0
TAF8,1.0,1.0,1.0
TSPAN32,0.0,0.0,1.0
TSPAN33,0.0,0.0,1.0
TSPAN31,0.0,0.0,1.0
ALAD,1.0,1.0,1.0
FOSB,5.0,5.0,1.0
CCNG1,2.0,2.0,1.0
CCNG2,2.0,2.0,1.0
ALG9,2.0,2.0,1.0
LRRCC1,0.0,0.0,1.0
FNIP1,1.0,1.0,1.0
FNIP2,1.0,1.0,1.0
PSMA3,8.0,8.0,1.0
AP2M1,4.0,4.0,1.0
ANKRD65,0.0,0.0,1.0
PDCD6,0.0,0.0,1.0
TCF25,0.0,0.0,1.0
PDCD4,2.0,2.0,1.0
PDCD5,0.0,0.0,1.0
TCF20,0.0,0.0,1.0
TCF21,0.0,0.0,1.0
PDCD1,3.0,3.0,1.0
HDLBP,0.0,0.0,1.0
OR6C3,1.0,1.0,1.0
OR6C2,1.0,1.0,1.0
OR6C1,1.0,1.0,1.0
OR6C6,1.0,1.0,1.0
ARFGEF2,1.0,1.0,1.0
OR6C4,1.0,1.0,1.0
GCAT,0.0,0.0,1.0
GHSR,2.0,2.0,1.0
PLEKHA8P1,0.0,0.0,1.0
ZNF106,0.0,0.0,1.0
TXNDC15,0.0,0.0,1.0
CSN1S1,0.0,0.0,1.0
LINC00265,0.0,0.0,1.0
TXNDC17,0.0,0.0,1.0
SMARCE1,2.0,2.0,1.0
RAB39B,3.0,3.0,1.0
RAB39A,0.0,0.0,1.0
FBXO44,0.0,0.0,1.0
AKR1D1,2.0,2.0,1.0
IL12B,25.0,25.0,1.0
IL12A,25.0,25.0,1.0
PDE9A,1.0,1.0,1.0
TAF6L,1.0,1.0,1.0
DAO,3.0,3.0,1.0
TATDN1,0.0,0.0,1.0
FIGLA,0.0,0.0,1.0
THPO,3.0,3.0,1.0
LRP1B,0.0,0.0,1.0
DAP,0.0,0.0,1.0
LRP10,0.0,0.0,1.0
LRP11,0.0,0.0,1.0
LRP12,0.0,0.0,1.0
PRPS1L1,2.0,2.0,1.0
GAPDHS,1.0,1.0,1.0
KRTAP19-2,0.0,0.0,1.0
BICD2,1.0,1.0,1.0
BICD1,1.0,1.0,1.0
BBS9,0.0,0.0,1.0
SEC22B,3.0,3.0,1.0
SEC22A,0.0,0.0,1.0
BBS1,0.0,0.0,1.0
BBS2,0.0,0.0,1.0
BBS5,0.0,0.0,1.0
BBS4,0.0,0.0,1.0
BBS7,0.0,0.0,1.0
CCNE2,17.0,17.0,1.0
ESM1,0.0,0.0,1.0
SCFD1,0.0,0.0,1.0
ELANE,3.0,3.0,1.0
CCNE1,17.0,17.0,1.0
AGK,1.0,1.0,1.0
NIPA2,0.0,0.0,1.0
NIPA1,0.0,0.0,1.0
CELA2A,2.0,2.0,1.0
AGA,2.0,2.0,1.0
CELA2B,2.0,2.0,1.0
PDCD10,0.0,0.0,1.0
AGT,15.0,15.0,1.0
SLC50A1,0.0,0.0,1.0
RAB11A,5.0,5.0,1.0
PPP3R1,32.0,32.0,1.0
PRNT,0.0,0.0,1.0
PIK3CA,100.0,100.0,1.0
PPP4C,1.0,1.0,1.0
PIK3CD,100.0,100.0,1.0
PIK3CG,13.0,13.0,1.0
ZSWIM4,0.0,0.0,1.0
ZSWIM5,0.0,0.0,1.0
ZSWIM6,0.0,0.0,1.0
ZSWIM1,0.0,0.0,1.0
ZSWIM2,0.0,0.0,1.0
ZSWIM3,0.0,0.0,1.0
TMEM56,0.0,0.0,1.0
TMEM54,0.0,0.0,1.0
SCLY,1.0,1.0,1.0
ZSWIM8,0.0,0.0,1.0
TMEM53,0.0,0.0,1.0
TMEM51,0.0,0.0,1.0
KCNJ3,9.0,9.0,1.0
SNORD16,0.0,0.0,1.0
SCG2,0.0,0.0,1.0
MEG3,0.0,0.0,1.0
PIK3C3,15.0,15.0,1.0
PRRG4,0.0,0.0,1.0
ZNF676,1.0,1.0,1.0
ZNF675,1.0,1.0,1.0
ZNF674,1.0,1.0,1.0
ZNF672,0.0,0.0,1.0
ZNF671,1.0,1.0,1.0
PRRG3,0.0,0.0,1.0
SNN,0.0,0.0,1.0
MAX,4.0,4.0,1.0
MAZ,0.0,0.0,1.0
ERI2,0.0,0.0,1.0
ERI3,0.0,0.0,1.0
ZNF679,1.0,1.0,1.0
ERI1,0.0,0.0,1.0
MAG,1.0,1.0,1.0
MAF,3.0,3.0,1.0
ACLY,1.0,1.0,1.0
MAK,0.0,0.0,1.0
MAL,0.0,0.0,1.0
RASGEF1C,0.0,0.0,1.0
OR1B1,1.0,1.0,1.0
MGST2,10.0,10.0,1.0
MGST3,10.0,10.0,1.0
MGST1,10.0,10.0,1.0
CSDE1,0.0,0.0,1.0
GMDS,2.0,2.0,1.0
LSR,0.0,0.0,1.0
LSS,1.0,1.0,1.0
C9orf135,0.0,0.0,1.0
PRSS55,0.0,0.0,1.0
PRSS54,0.0,0.0,1.0
PRSS57,0.0,0.0,1.0
PRSS56,0.0,0.0,1.0
PRSS50,0.0,0.0,1.0
PRSS53,0.0,0.0,1.0
MPV17,1.0,1.0,1.0
PRSS58,0.0,0.0,1.0
LIN28A,0.0,0.0,1.0
HMCN2,0.0,0.0,1.0
HMCN1,0.0,0.0,1.0
SMYD4,0.0,0.0,1.0
SNRPB2,1.0,1.0,1.0
SMYD5,0.0,0.0,1.0
PISD,1.0,1.0,1.0
UTP23,0.0,0.0,1.0
UTP20,0.0,0.0,1.0
TMEM198B,0.0,0.0,1.0
MAGEB6,0.0,0.0,1.0
SMYD2,1.0,1.0,1.0
TOPAZ1,0.0,0.0,1.0
VAPB,3.0,3.0,1.0
VAPA,1.0,1.0,1.0
NPHP3,0.0,0.0,1.0
NPHP1,0.0,0.0,1.0
CEMIP,0.0,0.0,1.0
NPHP4,0.0,0.0,1.0
EFCAB7,1.0,1.0,1.0
CTH,2.0,2.0,1.0
ARF3,1.0,1.0,1.0
ARF1,7.0,7.0,1.0
ARF6,8.0,8.0,1.0
ARF5,1.0,1.0,1.0
ARF4,1.0,1.0,1.0
LOC645166,0.0,0.0,1.0
ACOX1,9.0,9.0,1.0
PRADC1,0.0,0.0,1.0
GLP1R,3.0,3.0,1.0
SP110,0.0,0.0,1.0
RAB11FIP3,1.0,1.0,1.0
RAB11FIP2,1.0,1.0,1.0
RAB11FIP1,1.0,1.0,1.0
RAB11FIP5,1.0,1.0,1.0
RAB11FIP4,1.0,1.0,1.0
BPIFA2,0.0,0.0,1.0
BPIFA3,0.0,0.0,1.0
BPIFA1,0.0,0.0,1.0
TMEM156,0.0,0.0,1.0
NRN1L,0.0,0.0,1.0
IFIH1,6.0,6.0,1.0
ACTR10,4.0,4.0,1.0
ARL11,0.0,0.0,1.0
ARL10,0.0,0.0,1.0
SLFN12L,0.0,0.0,1.0
ARL15,0.0,0.0,1.0
ARL14,0.0,0.0,1.0
ARL16,0.0,0.0,1.0
SCP2D1,0.0,0.0,1.0
WDR45B,0.0,0.0,1.0
AASS,1.0,1.0,1.0
FOXL2NB,0.0,0.0,1.0
KIF4A,0.0,0.0,1.0
TMEM159,0.0,0.0,1.0
CLIP3,0.0,0.0,1.0
CLIP2,0.0,0.0,1.0
CLIP1,1.0,1.0,1.0
CLIP4,0.0,0.0,1.0
DHRS7B,0.0,0.0,1.0
CDC37L1,0.0,0.0,1.0
CD48,1.0,1.0,1.0
CD44,6.0,6.0,1.0
CD47,1.0,1.0,1.0
CD46,3.0,3.0,1.0
CD40,17.0,17.0,1.0
DMTN,0.0,0.0,1.0
FPGT,2.0,2.0,1.0
FPGS,1.0,1.0,1.0
VMA21,0.0,0.0,1.0
CLK2,0.0,0.0,1.0
EIF4E3,0.0,0.0,1.0
SNX21,0.0,0.0,1.0
TBL1X,1.0,1.0,1.0
WDR78,0.0,0.0,1.0
FAR1,1.0,1.0,1.0
ACTR1B,4.0,4.0,1.0
ACTR1A,4.0,4.0,1.0
FAR2,1.0,1.0,1.0
WDR70,0.0,0.0,1.0
WDR73,0.0,0.0,1.0
WDR72,0.0,0.0,1.0
WDR75,1.0,1.0,1.0
WDR74,0.0,0.0,1.0
WDR77,0.0,0.0,1.0
WDR76,0.0,0.0,1.0
LINC00892,0.0,0.0,1.0
MCF2,0.0,0.0,1.0
LINC00898,0.0,0.0,1.0
CDO1,2.0,2.0,1.0
PRPF8,1.0,1.0,1.0
PRPF3,1.0,1.0,1.0
PRPF4,1.0,1.0,1.0
PRPF6,1.0,1.0,1.0
CD177,0.0,0.0,1.0
PCF11,1.0,1.0,1.0
ZFP69,1.0,1.0,1.0
ZFP64,0.0,0.0,1.0
PIP4K2A,3.0,3.0,1.0
ZFP62,0.0,0.0,1.0
PIP4K2C,3.0,3.0,1.0
PIP4K2B,3.0,3.0,1.0
IL31RA,2.0,2.0,1.0
ARL14EP,0.0,0.0,1.0
CSAD,3.0,3.0,1.0
CDON,1.0,1.0,1.0
PAK4,9.0,9.0,1.0
PAK6,8.0,8.0,1.0
PAK7,0.0,0.0,1.0
PAK1,19.0,19.0,1.0
PAK2,10.0,10.0,1.0
PAK3,10.0,10.0,1.0
NSDHL,1.0,1.0,1.0
KCNG1,0.0,0.0,1.0
KCNG2,0.0,0.0,1.0
KCNG3,0.0,0.0,1.0
KCNG4,0.0,0.0,1.0
NUBPL,0.0,0.0,1.0
LOC115110,0.0,0.0,1.0
GAST,1.0,1.0,1.0
DEFB114,0.0,0.0,1.0
DEFB112,0.0,0.0,1.0
DEFB110,0.0,0.0,1.0
SUB1,0.0,0.0,1.0
RPRM,1.0,1.0,1.0
MFSD2A,0.0,0.0,1.0
MFSD2B,0.0,0.0,1.0
DEFB119,0.0,0.0,1.0
DMBT1,1.0,1.0,1.0
AXDND1,0.0,0.0,1.0
PRKG1,10.0,10.0,1.0
PRKG2,10.0,10.0,1.0
IGBP1P1,0.0,0.0,1.0
ARID2,1.0,1.0,1.0
PMEPA1,0.0,0.0,1.0
OR8D4,1.0,1.0,1.0
PTGDR2,0.0,0.0,1.0
OR8D1,1.0,1.0,1.0
OR8D2,1.0,1.0,1.0
ARGLU1,0.0,0.0,1.0
CALML3,42.0,42.0,1.0
GLYCTK,3.0,3.0,1.0
CALML6,42.0,42.0,1.0
CALML5,42.0,42.0,1.0
CALML4,42.0,42.0,1.0
NUBP2,0.0,0.0,1.0
GAS8,0.0,0.0,1.0
NUBP1,0.0,0.0,1.0
CREM,1.0,1.0,1.0
GAS1,1.0,1.0,1.0
GAS2,0.0,0.0,1.0
GAS7,0.0,0.0,1.0
GAS6,0.0,0.0,1.0
PDGFRB,18.0,18.0,1.0
PDGFRA,19.0,19.0,1.0
RGS19,0.0,0.0,1.0
ANKRD13B,0.0,0.0,1.0
ANKRD13C,0.0,0.0,1.0
ANKRD13A,0.0,0.0,1.0
AIDA,0.0,0.0,1.0
UGT2A3,11.0,11.0,1.0
UGT2A2,11.0,11.0,1.0
UGT2A1,11.0,11.0,1.0
PDGFRL,0.0,0.0,1.0
TMSB10,0.0,0.0,1.0
MCTP1,0.0,0.0,1.0
MCTP2,0.0,0.0,1.0
OR2Y1,1.0,1.0,1.0
C22orf39,0.0,0.0,1.0
FAM21C,0.0,0.0,1.0
C22orf31,0.0,0.0,1.0
CA7,1.0,1.0,1.0
C22orf34,0.0,0.0,1.0
LINC00469,0.0,0.0,1.0
TPM3P9,0.0,0.0,1.0
SMNDC1,1.0,1.0,1.0
MTO1,0.0,0.0,1.0
IER5L,0.0,0.0,1.0
PCIF1,0.0,0.0,1.0
NDOR1,0.0,0.0,1.0
LINC01446,0.0,0.0,1.0
BABAM1,1.0,1.0,1.0
GKAP1,0.0,0.0,1.0
SH3PXD2B,0.0,0.0,1.0
SH3PXD2A,0.0,0.0,1.0
ACVR2A,4.0,4.0,1.0
CHPF2,1.0,1.0,1.0
LYSMD1,0.0,0.0,1.0
AGRP,1.0,1.0,1.0
AGRN,1.0,1.0,1.0
CLGN,0.0,0.0,1.0
RABL6,0.0,0.0,1.0
SMARCA1,0.0,0.0,1.0
SMARCA2,2.0,2.0,1.0
MIR181D,1.0,1.0,1.0
MIR181C,1.0,1.0,1.0
SMARCA5,0.0,0.0,1.0
POMZP3,0.0,0.0,1.0
MIR96,1.0,1.0,1.0
SYCN,0.0,0.0,1.0
PACRGL,0.0,0.0,1.0
OLAH,1.0,1.0,1.0
FYN,14.0,14.0,1.0
GOLGA6L1,0.0,0.0,1.0
OST4,0.0,0.0,1.0
OSTN,0.0,0.0,1.0
XAGE1A,0.0,0.0,1.0
RUFY1,1.0,1.0,1.0
RUFY3,0.0,0.0,1.0
RUFY2,1.0,1.0,1.0
FCGR2B,6.0,6.0,1.0
RUFY4,0.0,0.0,1.0
LINC00909,0.0,0.0,1.0
FCGR2A,11.0,11.0,1.0
OLA1,0.0,0.0,1.0
CALCR,2.0,2.0,1.0
PSAPL1,2.0,2.0,1.0
AGR2,0.0,0.0,1.0
AGR3,0.0,0.0,1.0
TADA2A,0.0,0.0,1.0
CALCA,2.0,2.0,1.0
CALCB,2.0,2.0,1.0
OR13A1,1.0,1.0,1.0
CKB,1.0,1.0,1.0
CKM,1.0,1.0,1.0
MUC5AC,1.0,1.0,1.0
OR51B5,1.0,1.0,1.0
OR51B4,1.0,1.0,1.0
OR51B6,1.0,1.0,1.0
OR51B2,1.0,1.0,1.0
GPAM,2.0,2.0,1.0
ACSM1,2.0,2.0,1.0
ACSM3,1.0,1.0,1.0
ACSM5,1.0,1.0,1.0
ACSM4,1.0,1.0,1.0
NDC1,2.0,2.0,1.0
CUL9,0.0,0.0,1.0
EIF4ENIF1,0.0,0.0,1.0
CUL5,2.0,2.0,1.0
CUL7,1.0,1.0,1.0
CUL1,11.0,11.0,1.0
CUL2,4.0,4.0,1.0
CUL3,2.0,2.0,1.0
TRIM28,0.0,0.0,1.0
TRIM29,0.0,0.0,1.0
TRIM24,0.0,0.0,1.0
TRIM25,3.0,3.0,1.0
TRIM26,0.0,0.0,1.0
TRIM27,0.0,0.0,1.0
TRIM21,1.0,1.0,1.0
TRIM22,0.0,0.0,1.0
TRIM23,0.0,0.0,1.0
GNPAT,2.0,2.0,1.0
ZNF295-AS1,0.0,0.0,1.0
FCER2,2.0,2.0,1.0
VTA1,1.0,1.0,1.0
F2R,11.0,11.0,1.0
NKAP,0.0,0.0,1.0
ULK4P3,0.0,0.0,1.0
TECTA,0.0,0.0,1.0
DNAJC28,0.0,0.0,1.0
DNAJC27,0.0,0.0,1.0
MMGT1,0.0,0.0,1.0
DNAJC25,0.0,0.0,1.0
SP140,0.0,0.0,1.0
NTSR2,1.0,1.0,1.0
DNAJC22,0.0,0.0,1.0
DNAJC21,0.0,0.0,1.0
NTSR1,2.0,2.0,1.0
DTD1,0.0,0.0,1.0
DTD2,0.0,0.0,1.0
TECTB,0.0,0.0,1.0
ARHGAP8,0.0,0.0,1.0
ARHGAP9,0.0,0.0,1.0
ARHGAP4,0.0,0.0,1.0
ARHGAP5,2.0,2.0,1.0
ARHGAP6,0.0,0.0,1.0
ICOSLG,2.0,2.0,1.0
ARHGAP1,0.0,0.0,1.0
ZNF227,1.0,1.0,1.0
OR4D10,1.0,1.0,1.0
OR4D11,1.0,1.0,1.0
ANXA11,1.0,1.0,1.0
ANXA10,0.0,0.0,1.0
ANXA13,0.0,0.0,1.0
CCT6P3,0.0,0.0,1.0
CCT6P1,0.0,0.0,1.0
HEMGN,0.0,0.0,1.0
MRPL4,1.0,1.0,1.0
MRPL2,1.0,1.0,1.0
MRPL3,1.0,1.0,1.0
MRPL1,1.0,1.0,1.0
MRPL9,1.0,1.0,1.0
ALDH8A1,1.0,1.0,1.0
HOXC12,0.0,0.0,1.0
BAG2,1.0,1.0,1.0
BAG3,0.0,0.0,1.0
BAG1,1.0,1.0,1.0
BAG6,0.0,0.0,1.0
BAG4,1.0,1.0,1.0
BAG5,0.0,0.0,1.0
HAVCR1P1,0.0,0.0,1.0
RTKN,0.0,0.0,1.0
CD79B,1.0,1.0,1.0
MEOX1,0.0,0.0,1.0
MEOX2,0.0,0.0,1.0
CD79A,2.0,2.0,1.0
DENND3,0.0,0.0,1.0
ATXN1L,3.0,3.0,1.0
ZNF385C,0.0,0.0,1.0
ZNF385B,0.0,0.0,1.0
ZNF385A,0.0,0.0,1.0
CBLN2,0.0,0.0,1.0
CBLN3,0.0,0.0,1.0
ZNF385D,0.0,0.0,1.0
CYB561A3,0.0,0.0,1.0
MIR449A,1.0,1.0,1.0
ATXN10,1.0,1.0,1.0
RAP1GAP2,0.0,0.0,1.0
SLPI,0.0,0.0,1.0
MYL12B,8.0,8.0,1.0
MYL12A,8.0,8.0,1.0
TSTA3,0.0,0.0,1.0
FXYD6-FXYD2,0.0,0.0,1.0
RPS6KC1,0.0,0.0,1.0
KRTAP22-1,0.0,0.0,1.0
KRTAP22-2,0.0,0.0,1.0
BAGE,0.0,0.0,1.0
IDO2,2.0,2.0,1.0
TMPO,0.0,0.0,1.0
IDO1,2.0,2.0,1.0
LDHAL6B,7.0,7.0,1.0
ECM2,0.0,0.0,1.0
ECM1,0.0,0.0,1.0
LDHAL6A,7.0,7.0,1.0
ZNF876P,0.0,0.0,1.0
RAB3IL1,0.0,0.0,1.0
CATSPER4,0.0,0.0,1.0
NAP1L1,0.0,0.0,1.0
NAP1L2,0.0,0.0,1.0
AMHR2,2.0,2.0,1.0
NAP1L4,0.0,0.0,1.0
NAP1L5,0.0,0.0,1.0
CATSPER2,0.0,0.0,1.0
CATSPER3,0.0,0.0,1.0
MAPKAP1,1.0,1.0,1.0
TMTC1,0.0,0.0,1.0
APMAP,0.0,0.0,1.0
ASPDH,1.0,1.0,1.0
PEAK1,0.0,0.0,1.0
LINC00656,0.0,0.0,1.0
LINC00652,0.0,0.0,1.0
IL1RAP,4.0,4.0,1.0
CATSPERD,0.0,0.0,1.0
ARAP3,3.0,3.0,1.0
KIAA1143,0.0,0.0,1.0
LINC00658,0.0,0.0,1.0
CATSPERB,0.0,0.0,1.0
SNHG10,0.0,0.0,1.0
KANK4,0.0,0.0,1.0
KANK2,0.0,0.0,1.0
KANK3,0.0,0.0,1.0
KANK1,0.0,0.0,1.0
DEDD2,0.0,0.0,1.0
FAM178B,0.0,0.0,1.0
DOLK,1.0,1.0,1.0
PDCL3P4,0.0,0.0,1.0
EPB41L4A-AS1,0.0,0.0,1.0
ADGRG2,0.0,0.0,1.0
KIAA1841,0.0,0.0,1.0
ENOSF1,1.0,1.0,1.0
UBR7,0.0,0.0,1.0
KRTAP13-1,0.0,0.0,1.0
CIAPIN1,0.0,0.0,1.0
HSP90AB1,15.0,15.0,1.0
PTP4A1,0.0,0.0,1.0
HSDL2,0.0,0.0,1.0
PTP4A3,0.0,0.0,1.0
PTP4A2,0.0,0.0,1.0
UBR4,2.0,2.0,1.0
TRHDE,0.0,0.0,1.0
ADAM21,0.0,0.0,1.0
ABHD8,0.0,0.0,1.0
MYLIP,1.0,1.0,1.0
ABHD2,0.0,0.0,1.0
ABHD3,0.0,0.0,1.0
ABHD1,0.0,0.0,1.0
ABHD6,1.0,1.0,1.0
PA2G4,0.0,0.0,1.0
ABHD4,0.0,0.0,1.0
ABHD5,1.0,1.0,1.0
TWF1,0.0,0.0,1.0
HEMK1,0.0,0.0,1.0
NR1I3,1.0,1.0,1.0
NR1I2,0.0,0.0,1.0
GRB2,46.0,46.0,1.0
ULBP2,1.0,1.0,1.0
ULBP3,1.0,1.0,1.0
GRB7,0.0,0.0,1.0
ULBP1,1.0,1.0,1.0
AKAP12,0.0,0.0,1.0
UQCC1,0.0,0.0,1.0
UQCC2,0.0,0.0,1.0
HOXC9,0.0,0.0,1.0
HOXC8,0.0,0.0,1.0
BCL2L2-PABPN1,2.0,2.0,1.0
HOXC5,0.0,0.0,1.0
HOXC4,0.0,0.0,1.0
HOXC6,0.0,0.0,1.0
USHBP1,0.0,0.0,1.0
SSU72,1.0,1.0,1.0
C5orf64,0.0,0.0,1.0
OR4F6,1.0,1.0,1.0
C5orf63,0.0,0.0,1.0
C5orf60,0.0,0.0,1.0
OR4F5,1.0,1.0,1.0
RBMX2,0.0,0.0,1.0
TREML5P,0.0,0.0,1.0
POLR2E,3.0,3.0,1.0
POLR2D,2.0,2.0,1.0
POLR2G,2.0,2.0,1.0
POLR2F,3.0,3.0,1.0
POLR2A,2.0,2.0,1.0
POLR2C,2.0,2.0,1.0
POLR2B,2.0,2.0,1.0
POLR2M,1.0,1.0,1.0
POLR2L,3.0,3.0,1.0
POLR2I,2.0,2.0,1.0
POLR2H,3.0,3.0,1.0
F11R,4.0,4.0,1.0
POLR2J,2.0,2.0,1.0
SERHL,0.0,0.0,1.0
FAM47C,0.0,0.0,1.0
CCNH,3.0,3.0,1.0
GGT3P,0.0,0.0,1.0
GTF3A,0.0,0.0,1.0
CCNJ,0.0,0.0,1.0
BATF2,1.0,1.0,1.0
BATF3,1.0,1.0,1.0
VPS72,0.0,0.0,1.0
AGO1,0.0,0.0,1.0
DSCAML1,0.0,0.0,1.0
AGO2,0.0,0.0,1.0
OR5B21,1.0,1.0,1.0
VBP1,0.0,0.0,1.0
TYRO3P,0.0,0.0,1.0
FAM120B,0.0,0.0,1.0
FAM120C,0.0,0.0,1.0
FAM120A,0.0,0.0,1.0
MAPK14,60.0,60.0,1.0
MAPK15,1.0,1.0,1.0
MAPK10,71.0,71.0,1.0
MAPK11,60.0,60.0,1.0
MAPK12,60.0,60.0,1.0
MAPK13,60.0,60.0,1.0
FZD1,15.0,15.0,1.0
FZD2,15.0,15.0,1.0
FZD3,17.0,17.0,1.0
UBE2Q2P1,0.0,0.0,1.0
FZD5,15.0,15.0,1.0
FZD6,15.0,15.0,1.0
FZD7,15.0,15.0,1.0
FZD8,15.0,15.0,1.0
HUS1,1.0,1.0,1.0
CYP2B6,6.0,6.0,1.0
ACMSD,1.0,1.0,1.0
C10orf71,0.0,0.0,1.0
OR10W1,1.0,1.0,1.0
PCM1,0.0,0.0,1.0
CIDEA,1.0,1.0,1.0
C8orf44-SGK3,2.0,2.0,1.0
ASH1L,1.0,1.0,1.0
ATP12A,1.0,1.0,1.0
AMFR,1.0,1.0,1.0
CEACAM22P,0.0,0.0,1.0
USO1,0.0,0.0,1.0
ANKRD20A11P,0.0,0.0,1.0
ITFG2,0.0,0.0,1.0
ITFG1,0.0,0.0,1.0
PICK1,0.0,0.0,1.0
TMEM238,0.0,0.0,1.0
TMEM235,0.0,0.0,1.0
TMEM234,0.0,0.0,1.0
TMEM237,0.0,0.0,1.0
MRTO4,0.0,0.0,1.0
TMEM231,0.0,0.0,1.0
TMEM230,0.0,0.0,1.0
TMEM232,0.0,0.0,1.0
MIR30C1,1.0,1.0,1.0
LPXN,0.0,0.0,1.0
SMIM24,0.0,0.0,1.0
AZIN1,0.0,0.0,1.0
ANKHD1,0.0,0.0,1.0
AZIN2,1.0,1.0,1.0
STX18-AS1,0.0,0.0,1.0
TMIGD2,0.0,0.0,1.0
ESCO1,0.0,0.0,1.0
NUP43,2.0,2.0,1.0
CTU2,1.0,1.0,1.0
CTU1,1.0,1.0,1.0
IL1R1,13.0,13.0,1.0
MSX1,1.0,1.0,1.0
MSX2,1.0,1.0,1.0
SIN3B,0.0,0.0,1.0
SIN3A,4.0,4.0,1.0
OR2AT4,1.0,1.0,1.0
SHOX,0.0,0.0,1.0
TVP23C,0.0,0.0,1.0
ZNF654,0.0,0.0,1.0
TCTEX1D1,0.0,0.0,1.0
DBX2,0.0,0.0,1.0
DBX1,0.0,0.0,1.0
SAXO2,0.0,0.0,1.0
TAB3,8.0,8.0,1.0
TAB2,21.0,21.0,1.0
TAB1,18.0,18.0,1.0
TARBP2,0.0,0.0,1.0
TARBP1,0.0,0.0,1.0
HYDIN2,0.0,0.0,1.0
ZNF652,0.0,0.0,1.0
PPCS,1.0,1.0,1.0
PPP1R42,0.0,0.0,1.0
LOC100133050,0.0,0.0,1.0
SUMO1,2.0,2.0,1.0
TMCO1,0.0,0.0,1.0
SUMO3,2.0,2.0,1.0
SUMO2,2.0,2.0,1.0
TMCO4,0.0,0.0,1.0
SUMO4,2.0,2.0,1.0
TMCO6,0.0,0.0,1.0
HSF4,0.0,0.0,1.0
EEF2K,2.0,2.0,1.0
MIB1,1.0,1.0,1.0
MIB2,1.0,1.0,1.0
LOC285074,0.0,0.0,1.0
TOR3A,0.0,0.0,1.0
LOC113230,0.0,0.0,1.0
CSF3R,5.0,5.0,1.0
CXCL11,4.0,4.0,1.0
CYP3A7,3.0,3.0,1.0
CXCL13,3.0,3.0,1.0
RSU1,0.0,0.0,1.0
CXCL14,3.0,3.0,1.0
CXCL17,1.0,1.0,1.0
CXCL16,2.0,2.0,1.0
N4BP2L1,0.0,0.0,1.0
UBE4A,1.0,1.0,1.0
LINC00229,0.0,0.0,1.0
HCN1,1.0,1.0,1.0
HCN3,1.0,1.0,1.0
HCN2,2.0,2.0,1.0
HCN4,2.0,2.0,1.0
RAPGEF1,5.0,5.0,1.0
RLN2,2.0,2.0,1.0
LRIT2,0.0,0.0,1.0
LRIT3,0.0,0.0,1.0
LRIT1,0.0,0.0,1.0
GOLGA7B,0.0,0.0,1.0
PTGDR,1.0,1.0,1.0
PTGDS,1.0,1.0,1.0
PEPD,0.0,0.0,1.0
UACA,0.0,0.0,1.0
TBC1D23,0.0,0.0,1.0
CDC25C,5.0,5.0,1.0
TBC1D21,0.0,0.0,1.0
ZIC5,0.0,0.0,1.0
ZIC2,0.0,0.0,1.0
ZIC3,1.0,1.0,1.0
TBC1D25,0.0,0.0,1.0
ZIC1,0.0,0.0,1.0
TBC1D28,0.0,0.0,1.0
FUNDC2,0.0,0.0,1.0
TBC1D2B,0.0,0.0,1.0
